,score,content,label,cleaned_content,content_stopWord,stemmed_content
1021,1,"Aplikasi buruk,driver nya kebanyakan ngeluh,pesan grabcar hemat drivernya marah2,AC mobil jg ga dikasih hidup",negatif,aplikasi burukdriver nya kebanyakan ngeluhpesan grabcar hemat drivernya marahac mobil jg ga dikasih hidup,aplikasi burukdriver nya kebanyakan ngeluhpesan grabcar hemat drivernya marahac mobil jg ga dikasih hidup,aplikasi burukdriver nya banyak ngeluhpesan grabcar hemat drivernya marahac mobil jg ga kasih hidup
1022,4,"Kurang suka untuk grab food yg sekarang, dari aplikasi grab.. drivernya bisa mendapat double order yg membuat pesanan menjadi lebih lama diantar",positif,kurang suka untuk grab food yg sekarang dari aplikasi grab drivernya bisa mendapat double order yg membuat pesanan menjadi lebih lama diantar,suka grab food yg aplikasi grab drivernya double order yg pesanan diantar,suka grab food yg aplikasi grab drivernya double order yg pesan antar
1023,5,the best of mitra & order tepat sasaran Dan sesuai permintaan thank u semoga maju terus grab indonesi,positif,the best of mitra order tepat sasaran dan sesuai permintaan thank u semoga maju terus grab indonesi,the best of mitra order sasaran sesuai permintaan thank u semoga maju grab indonesi,the best of mitra order sasar sesuai minta thank u moga maju grab indonesi
1024,1,Suka error apa gmna ya...pesenan jadi lama banget nyampenya.....jauh banget dari estimasi ....kalok boleh selese transaksi..gk cuma ngasi binta ke pengemudi dn penjual tp biar ksi bintang ke sistem nya jg...ngeselin banget,negatif,suka error apa gmna yapesenan jadi lama banget nyampenyajauh banget dari estimasi kalok boleh selese transaksigk cuma ngasi binta ke pengemudi dn penjual tp biar ksi bintang ke sistem nya jgngeselin banget,suka error gmna yapesenan banget nyampenyajauh banget estimasi kalok selese transaksigk ngasi binta pengemudi dn penjual tp biar ksi bintang sistem nya jgngeselin banget,suka error gmna yapesenan banget nyampenyajauh banget estimasi kalok selese transaksigk ngasi binta kemudi dn jual tp biar ksi bintang sistem nya jgngeselin banget
1025,1,"Aplikasi gagunaa, bukannya bantuin malah nyusahin, gue sering telat kampus karna selalu diksh yang jauh giliran gue dititik biasa gampang nemu driver malah disusahin, pliss lah jgn gitu sampe hampir sejam gitu terus dan bukan cuma skli hmpir tiap hari, para driver juga pas ditanya mrka juga ngeluh krna sering diksh yg jauh, jahat bgt ni aplikasi nyusahin banyak org awal download aja diksh yg deket dan cpt👎",negatif,aplikasi gagunaa bukannya bantuin malah nyusahin gue sering telat kampus karna selalu diksh yang jauh giliran gue dititik biasa gampang nemu driver malah disusahin pliss lah jgn gitu sampe hampir sejam gitu terus dan bukan cuma skli hmpir tiap hari para driver juga pas ditanya mrka juga ngeluh krna sering diksh yg jauh jahat bgt ni aplikasi nyusahin banyak org awal download aja diksh yg deket dan cpt,aplikasi gagunaa bantuin nyusahin gue telat kampus karna diksh giliran gue dititik gampang nemu driver disusahin pliss jgn gitu sampe sejam gitu skli hmpir driver pas mrka ngeluh krna diksh yg jahat bgt ni aplikasi nyusahin org download aja diksh yg deket cpt,aplikasi gagunaa bantuin nyusahin gue telat kampus karna diksh gilir gue titik gampang nemu driver disusahin pliss jgn gitu sampe jam gitu skli hmpir driver pas mrka ngeluh krna diksh yg jahat bgt ni aplikasi nyusahin org download aja diksh yg deket cpt
1026,5,"cepat,,dalam penjemputan, driver ramah",positif,cepatdalam penjemputan driver ramah,cepatdalam penjemputan driver ramah,cepatdalam jemput driver ramah
1027,5,"sejak pertama menggunakan grab -+ 7, tidak mengalami hambatan, tks",positif,sejak pertama menggunakan grab tidak mengalami hambatan tks,grab mengalami hambatan tks,grab alami hambat tks
1028,5,"jujurr aplikasinya baguss, pelayanannya juga okee, apalagi adminnya baik bangett, dan gercep pas aku minta bantuann, pokonyaa okee dehh",positif,jujurr aplikasinya baguss pelayanannya juga okee apalagi adminnya baik bangett dan gercep pas aku minta bantuann pokonyaa okee dehh,jujurr aplikasinya baguss pelayanannya okee adminnya bangett gercep pas bantuann pokonyaa okee dehh,jujurr aplikasi baguss layan okee adminnya bangett gercep pas bantuann pokonyaa okee dehh
1029,2,grab makin lama makin mahal. ongkos kirim nya gak ada yang mode hemat lagi. minimal standar. padahal udah lumayan lama pake grab.,negatif,grab makin lama makin mahal ongkos kirim nya gak ada yang mode hemat lagi minimal standar padahal udah lumayan lama pake grab,grab mahal ongkos kirim nya gak mode hemat minimal standar udah lumayan pake grab,grab mahal ongkos kirim nya gak mode hemat minimal standar udah lumayan pake grab
1030,5,Pokoknya debes deh datanya cepat harganya murah lagi,positif,pokoknya debes deh datanya cepat harganya murah lagi,pokoknya debes deh datanya cepat harganya murah,pokok debes deh data cepat harga murah
1031,1,"Map'nya ga aktual seperti di google map, bukannya mempermudah driver malah mempersulit driver. Driver selalu nyasar di setiap pemesanan",negatif,mapnya ga aktual seperti di google map bukannya mempermudah driver malah mempersulit driver driver selalu nyasar di setiap pemesanan,mapnya ga aktual google map mempermudah driver mempersulit driver driver nyasar pemesanan,map ga aktual google map mudah driver sulit driver driver nyasar mesan
1032,1,"kenapa sih skr tuh grab selain kendaraan nya ( motor ) kebayakan kendaraan tua, bbrpa x dpt nya motor tua trs & grabfood skr tuh lama bgt lebih dr 1jam.. kdg estimasi nya berubah lebih panjang lagi, gbs diandalkan skr tuh 👎 pdhl ongkos grab tuh lebih mahal dr aplk² sebelah tp skr pelayanan nya ga bgt..",negatif,kenapa sih skr tuh grab selain kendaraan nya motor kebayakan kendaraan tua bbrpa x dpt nya motor tua trs grabfood skr tuh lama bgt lebih dr jam kdg estimasi nya berubah lebih panjang lagi gbs diandalkan skr tuh pdhl ongkos grab tuh lebih mahal dr aplk sebelah tp skr pelayanan nya ga bgt,sih skr tuh grab kendaraan nya motor kebayakan kendaraan tua bbrpa x dpt nya motor tua trs grabfood skr tuh bgt dr jam kdg estimasi nya berubah gbs diandalkan skr tuh pdhl ongkos grab tuh mahal dr aplk sebelah tp skr pelayanan nya ga bgt,sih skr tuh grab kendara nya motor kebaya kendara tua bbrpa x dpt nya motor tua trs grabfood skr tuh bgt dr jam kdg estimasi nya ubah gbs andal skr tuh pdhl ongkos grab tuh mahal dr aplk belah tp skr layan nya ga bgt
1033,1,"Bagus aplikasinya tapi kok murah bget ya grab carnya, kadang grap hemat cuma bayar 16 ribuan, kadang mikir driver rugi gak si",negatif,bagus aplikasinya tapi kok murah bget ya grab carnya kadang grap hemat cuma bayar ribuan kadang mikir driver rugi gak si,bagus aplikasinya murah bget ya grab carnya kadang grap hemat bayar ribuan kadang mikir driver rugi gak si,bagus aplikasi murah bget ya grab carnya kadang grap hemat bayar ribu kadang mikir driver rugi gak si
1034,1,Bagaimana sih.. mau masuk via email malah lanjut dkirim kode otp ke nomer tlp.. ya harusnya ke email dong!!! No tlp sy sdh lama ganti.. masa sy harus dari awal lg.. gabener ini grab!!!,negatif,bagaimana sih mau masuk via email malah lanjut dkirim kode otp ke nomer tlp ya harusnya ke email dong no tlp sy sdh lama ganti masa sy harus dari awal lg gabener ini grab,sih masuk via email dkirim kode otp nomer tlp ya email no tlp sy sdh ganti sy lg gabener grab,sih masuk via email dkirim kode otp nomer tlp ya email no tlp sy sdh ganti sy lg gabener grab
1035,5,"sangat membantu dgn ongkos sangat terjangkau, sejauh ini pelayanannya bagus 👍",positif,sangat membantu dgn ongkos sangat terjangkau sejauh ini pelayanannya bagus,membantu dgn ongkos terjangkau pelayanannya bagus,bantu dgn ongkos jangkau layan bagus
1036,1,Kenapa rute perjalanan pengantaran makanan TIDAK muncul di aplikasi saat progres pengantaran ??,negatif,kenapa rute perjalanan pengantaran makanan tidak muncul di aplikasi saat progres pengantaran,rute perjalanan pengantaran makanan muncul aplikasi progres pengantaran,rute jalan antar makan muncul aplikasi progres antar
1037,5,bapak grab nya sangat ramah dan sopan..terima kasih sukses selalu,positif,bapak grab nya sangat ramah dan sopanterima kasih sukses selalu,grab nya ramah sopanterima kasih sukses,grab nya ramah sopanterima kasih sukses
1038,5,partner yang bagus untuk solusi transport dan memberikan pelayanan yang bagus.. terimakasih.,positif,partner yang bagus untuk solusi transport dan memberikan pelayanan yang bagus terimakasih,partner bagus solusi transport pelayanan bagus terimakasih,partner bagus solusi transport layan bagus terimakasih
1039,5,seru banget naik Grab cepat aman dan terjangkau.,positif,seru banget naik grab cepat aman dan terjangkau,seru banget grab cepat aman terjangkau,seru banget grab cepat aman jangkau
1040,5,bagus dan ramah mengemudinya halus,positif,bagus dan ramah mengemudinya halus,bagus ramah mengemudinya halus,bagus ramah mud halus
1041,5,"bagus sih , buat yang mager keluar, atau yang ga sempet keluar",positif,bagus sih buat yang mager keluar atau yang ga sempet keluar,bagus sih mager ga sempet,bagus sih mager ga sempet
1042,5,"kalau bisa maps nya setelan satelit dong, biar lebih spesifik tentukan lokasi penjemputan dan tujuan, soalnya kasian drivernya suka bingung",positif,kalau bisa maps nya setelan satelit dong biar lebih spesifik tentukan lokasi penjemputan dan tujuan soalnya kasian drivernya suka bingung,maps nya setelan satelit biar spesifik tentukan lokasi penjemputan tujuan kasian drivernya suka bingung,maps nya setel satelit biar spesifik tentu lokasi jemput tuju kasi drivernya suka bingung
1043,3,Tolong perbaiki maps nya ga lemot dan terbaca juga terpantau soalnya lemot banget dan updatenya terlalu lama ga jalan JD pemesan sulit buat liat posisi,negatif,tolong perbaiki maps nya ga lemot dan terbaca juga terpantau soalnya lemot banget dan updatenya terlalu lama ga jalan jd pemesan sulit buat liat posisi,tolong perbaiki maps nya ga lemot terbaca terpantau lemot banget updatenya ga jalan jd pemesan sulit liat posisi,tolong baik maps nya ga lot baca pantau lot banget updatenya ga jalan jd mes sulit liat posisi
1044,1,Saya kasih ⭐1! Karna apa? Karna ketika menginput alamat pesanan makanan jadi ngebingungin! Enakan yg lama,negatif,saya kasih karna apa karna ketika menginput alamat pesanan makanan jadi ngebingungin enakan yg lama,kasih karna karna menginput alamat pesanan makanan ngebingungin enakan yg,kasih karna karna menginput alamat pesan makan ngebingungin enak yg
1045,1,"Lama bgt saya menunggu drivernya, kisaran 20 menit. Harusnya grab lebih mengedukasi lagi setiap alamat kepada drivernya, agar perjalanan penumpang tidak terganggu dan terlambat.",negatif,lama bgt saya menunggu drivernya kisaran menit harusnya grab lebih mengedukasi lagi setiap alamat kepada drivernya agar perjalanan penumpang tidak terganggu dan terlambat,bgt menunggu drivernya kisaran menit grab mengedukasi alamat drivernya perjalanan penumpang terganggu terlambat,bgt tunggu drivernya kisar menit grab edukasi alamat drivernya jalan tumpang ganggu lambat
1046,5,dari dulu saya langganan grab titik lokasi nya jelas dan grab sangat membantu saya sekali,positif,dari dulu saya langganan grab titik lokasi nya jelas dan grab sangat membantu saya sekali,langganan grab titik lokasi nya grab membantu,langgan grab titik lokasi nya grab bantu
1047,5,Gak pakai ribet Ramah pengemudinya Aplikasi mudah digunakan Bisa dari mana saja,positif,gak pakai ribet ramah pengemudinya aplikasi mudah digunakan bisa dari mana saja,gak pakai ribet ramah pengemudinya aplikasi mudah,gak pakai ribet ramah mud aplikasi mudah
1048,1,"saya sudah nunggu 1 jam. kok baru masuk pesanan saya ke warung nya? padahal sinyal saya bagus. kalau memang lama, yah harus bisa di batalkan. ga jelas nih aplikasi",negatif,saya sudah nunggu jam kok baru masuk pesanan saya ke warung nya padahal sinyal saya bagus kalau memang lama yah harus bisa di batalkan ga jelas nih aplikasi,nunggu jam masuk pesanan warung nya sinyal bagus yah batalkan ga nih aplikasi,nunggu jam masuk pesan warung nya sinyal bagus yah batal ga nih aplikasi
1049,5,setiap pesanan memuaskan dan cepat penjem putan,positif,setiap pesanan memuaskan dan cepat penjem putan,pesanan memuaskan cepat penjem putan,pesan muas cepat jem putan
1050,1,Ni orderan argonya kecil² banget pilih kasih orderan sama yg prioritas mitra tapi system kerja'a gak seimbang,negatif,ni orderan argonya kecil banget pilih kasih orderan sama yg prioritas mitra tapi system kerjaa gak seimbang,ni orderan argonya banget pilih kasih orderan yg prioritas mitra system kerjaa gak seimbang,ni order argonya banget pilih kasih order yg prioritas mitra system kerjaa gak imbang
1051,1,"makin kesini makin bikin Driver lebih berjuang keras, order selalu dikasih Driver yg jauh jemputnya,,,",negatif,makin kesini makin bikin driver lebih berjuang keras order selalu dikasih driver yg jauh jemputnya,kesini bikin driver berjuang keras order dikasih driver yg jemputnya,kesini bikin driver juang keras order kasih driver yg jemput
1052,3,"nyari drivernya sekarang lama banget ya, di tingkatkan lah",negatif,nyari drivernya sekarang lama banget ya di tingkatkan lah,nyari drivernya banget ya tingkatkan,nyari drivernya banget ya tingkat
1053,1,"Kenapa dikit"" akun ditangguhkan.Sangat mengecewakan sekali. Padahal pemakaian aplikasi ya scr standar.scr umum.Bisa""nya akun ditangguhkan.Soal promo,kan pihak aplikasi juga yg menawarkan.",negatif,kenapa dikit akun ditangguhkansangat mengecewakan sekali padahal pemakaian aplikasi ya scr standarscr umumbisanya akun ditangguhkansoal promokan pihak aplikasi juga yg menawarkan,dikit akun ditangguhkansangat mengecewakan pemakaian aplikasi ya scr standarscr umumbisanya akun ditangguhkansoal promokan aplikasi yg menawarkan,dikit akun ditangguhkansangat kecewa pakai aplikasi ya scr standarscr umumbisanya akun ditangguhkansoal promokan aplikasi yg tawar
1054,1,"Saatnya pindah aplikasi! , ribet pengiriman hemat datangnya hampir 1 jam 30 menit padahal jarak cuman 1 km kaya yang di sengaja dilama lamain haha keburu mati kelaparan gua",negatif,saatnya pindah aplikasi ribet pengiriman hemat datangnya hampir jam menit padahal jarak cuman km kaya yang di sengaja dilama lamain haha keburu mati kelaparan gua,pindah aplikasi ribet pengiriman hemat datangnya jam menit jarak cuman km kaya sengaja dilama lamain haha keburu mati kelaparan gua,pindah aplikasi ribet kirim hemat datang jam menit jarak cuman km kaya sengaja lama lamain haha keburu mati lapar gua
1055,3,ini erorr kah kok riwatat pesanan ga ada. saldo yg masuk ga ada juga. orderan padahal aktif loh pagi ke malam. cuma saldo nya ga muncul dan riwayat pembelian customer ga ada. gimana ini?,negatif,ini erorr kah kok riwatat pesanan ga ada saldo yg masuk ga ada juga orderan padahal aktif loh pagi ke malam cuma saldo nya ga muncul dan riwayat pembelian customer ga ada gimana ini,erorr kah riwatat pesanan ga saldo yg masuk ga orderan aktif loh pagi malam saldo nya ga muncul riwayat pembelian customer ga gimana,erorr kah riwatat pesan ga saldo yg masuk ga order aktif loh pagi malam saldo nya ga muncul riwayat beli customer ga gimana
1056,5,"suka banget, petugas ramah, baik, dan sabar",positif,suka banget petugas ramah baik dan sabar,suka banget petugas ramah sabar,suka banget tugas ramah sabar
1057,5,"alhamdulillah nganter sampai tujuan, supir ramah,mobil bersih ...",positif,alhamdulillah nganter sampai tujuan supir ramahmobil bersih,alhamdulillah nganter tujuan supir ramahmobil bersih,alhamdulillah nganter tuju supir ramahmobil bersih
1058,5,Sejauh ini masih cukup puas dengan aplikasi ini.... Cuma memang ada beberapa hal yg perlu diperbaiki seperti kesesuaian titik penjemputan yg kadang suka meleset meskipun tidak terlalu jauh.....,positif,sejauh ini masih cukup puas dengan aplikasi ini cuma memang ada beberapa hal yg perlu diperbaiki seperti kesesuaian titik penjemputan yg kadang suka meleset meskipun tidak terlalu jauh,puas aplikasi yg diperbaiki kesesuaian titik penjemputan yg kadang suka meleset,puas aplikasi yg baik sesuai titik jemput yg kadang suka meleset
1059,2,"Mapsnya grab sekarang jelek banget, nunggu driver jadi ngga jelas, mereka udah sampai mana Di maps muter² ke luar jalur penjemputan malah.",negatif,mapsnya grab sekarang jelek banget nunggu driver jadi ngga jelas mereka udah sampai mana di maps muter ke luar jalur penjemputan malah,mapsnya grab jelek banget nunggu driver ngga udah maps muter jalur penjemputan,mapsnya grab jelek banget nunggu driver ngga udah maps muter jalur jemput
1060,2,"Tolong dibantu untuk map sesuai satelit. Hari ini saya dan driver kena sial karena map membingungkan yang mengakibatkan pick up customer yg salah. Saya buang waktu untuk menunggu karena hal itu, pihak driver juga rugi karena harus menyelesaikan pengantaran terlebih dahulu.",negatif,tolong dibantu untuk map sesuai satelit hari ini saya dan driver kena sial karena map membingungkan yang mengakibatkan pick up customer yg salah saya buang waktu untuk menunggu karena hal itu pihak driver juga rugi karena harus menyelesaikan pengantaran terlebih dahulu,tolong dibantu map sesuai satelit driver kena sial map membingungkan mengakibatkan pick up customer yg salah buang menunggu driver rugi menyelesaikan pengantaran,tolong bantu map sesuai satelit driver kena sial map bingung akibat pick up customer yg salah buang tunggu driver rugi selesai antar
1061,1,Aplikasi grab ini semakin parah pergi pulang tempat tujuan yg sama tarif tambang bisa naik tiga kali ganda aku kira jalannya macet setelah naik jalanya lancar membuat saya jadi curiga ada yg tidak betul di aplikasi grab ini,negatif,aplikasi grab ini semakin parah pergi pulang tempat tujuan yg sama tarif tambang bisa naik tiga kali ganda aku kira jalannya macet setelah naik jalanya lancar membuat saya jadi curiga ada yg tidak betul di aplikasi grab ini,aplikasi grab parah pergi pulang tujuan yg tarif tambang kali ganda jalannya macet jalanya lancar curiga yg aplikasi grab,aplikasi grab parah pergi pulang tuju yg tarif tambang kali ganda jalan macet jala lancar curiga yg aplikasi grab
1062,1,Sekara makin ribet dan orderan resto terima tp drever belum dapat sampat setengah jm. Tetapi tidak bisa di batalin. Nyesel gunain greb. Pakai appl sebelah lebih nyaman dan mudah gak ribet. Dan cepet. Gak kayak greb lambat,negatif,sekara makin ribet dan orderan resto terima tp drever belum dapat sampat setengah jm tetapi tidak bisa di batalin nyesel gunain greb pakai appl sebelah lebih nyaman dan mudah gak ribet dan cepet gak kayak greb lambat,sekara ribet orderan resto terima tp drever sampat jm batalin nyesel gunain greb pakai appl sebelah nyaman mudah gak ribet cepet gak kayak greb lambat,kara ribet order resto terima tp drever sampat jm batalin nyesel gunain greb pakai appl belah nyaman mudah gak ribet cepet gak kayak greb lambat
1063,1,Pesanan terlalu lama dan tidak bisa di cancel,negatif,pesanan terlalu lama dan tidak bisa di cancel,pesanan cancel,pesan cancel
1064,1,"Maap bintang satu,soalnya gercepan apk sebelah🤭 Setiap pesen disini pengemudinya pama bgt lelet,malah byk temen saya yg ngegrab juga kalo ada orderan posisi lg ngumpul juga ama kawan2 sengaja di lama2 in,gk konsisten🤭",negatif,maap bintang satusoalnya gercepan apk sebelah setiap pesen disini pengemudinya pama bgt leletmalah byk temen saya yg ngegrab juga kalo ada orderan posisi lg ngumpul juga ama kawan sengaja di lama ingk konsisten,maap bintang satusoalnya gercepan apk sebelah pesen pengemudinya pama bgt leletmalah byk temen yg ngegrab kalo orderan posisi lg ngumpul ama kawan sengaja ingk konsisten,maap bintang satusoalnya gercepan apk belah sen mud pama bgt leletmalah byk temen yg ngegrab kalo order posisi lg ngumpul ama kawan sengaja ingk konsisten
1065,5,alhamdulillah seneng banget ada apk ini jadi berpergian jadi tunggu di tempat,positif,alhamdulillah seneng banget ada apk ini jadi berpergian jadi tunggu di tempat,alhamdulillah seneng banget apk berpergian tunggu,alhamdulillah neng banget apk pergi tunggu
1066,5,"bila pembayaran dgn ovo terlalu rumit prosedurnya bg yg gaptek, nominal tidak tampak di aplikasi grab seperti dulu",positif,bila pembayaran dgn ovo terlalu rumit prosedurnya bg yg gaptek nominal tidak tampak di aplikasi grab seperti dulu,pembayaran dgn ovo rumit prosedurnya bg yg gaptek nominal aplikasi grab,bayar dgn ovo rumit prosedur bg yg gaptek nominal aplikasi grab
1067,5,sangat sangat memuaskan pelayanan drivernya dan tarifnya pun lebih murah,positif,sangat sangat memuaskan pelayanan drivernya dan tarifnya pun lebih murah,memuaskan pelayanan drivernya tarifnya murah,muas layan drivernya tarif murah
1068,1,"Grabfood untuk chat merchant tidak bisa dibuka kembali saat di tutup laman chat nya, tolong lah di perbaiki, agar saat chat dari merchant kita bisa balas",negatif,grabfood untuk chat merchant tidak bisa dibuka kembali saat di tutup laman chat nya tolong lah di perbaiki agar saat chat dari merchant kita bisa balas,grabfood chat merchant dibuka tutup laman chat nya tolong perbaiki chat merchant balas,grabfood chat merchant buka tutup laman chat nya tolong baik chat merchant balas
1069,5,Semoga semakin lancar dan memudahkan buat semua aktivitas nya,positif,semoga semakin lancar dan memudahkan buat semua aktivitas nya,semoga lancar memudahkan aktivitas nya,moga lancar mudah aktivitas nya
1070,5,"sumpah aplikasi grab ngabantuu banget kalo mau kemana mana aplagi aku gabisa kendaraan dan males naik angkutan umum, dan voucher nya juga banyak bangetttt setiap pesen makanan atau driver pasti ada voucher nyaa jadi dapet diskon hehehe ,walaupun skrg udah aga susah kadang dapet driver aga lama tapi gapapa, thanks grabb",positif,sumpah aplikasi grab ngabantuu banget kalo mau kemana mana aplagi aku gabisa kendaraan dan males naik angkutan umum dan voucher nya juga banyak bangetttt setiap pesen makanan atau driver pasti ada voucher nyaa jadi dapet diskon hehehe walaupun skrg udah aga susah kadang dapet driver aga lama tapi gapapa thanks grabb,sumpah aplikasi grab ngabantuu banget kalo kemana aplagi gabisa kendaraan males angkutan voucher nya bangetttt pesen makanan driver voucher nyaa dapet diskon hehehe skrg udah aga susah kadang dapet driver aga gapapa thanks grabb,sumpah aplikasi grab ngabantuu banget kalo mana aplagi gabisa kendara males angkut voucher nya bangetttt sen makan driver voucher nyaa dapet diskon hehehe skrg udah aga susah kadang dapet driver aga gapapa thanks grabb
1071,1,diperbaiki lagi sistem ambil sendirinya. Kalau warung belum konfirmasi jgn suruh ambil. Sudah capek perjalanan ambil malah warung tutup. mau makan malah Bikin laporan pengemblian dana.,negatif,diperbaiki lagi sistem ambil sendirinya kalau warung belum konfirmasi jgn suruh ambil sudah capek perjalanan ambil malah warung tutup mau makan malah bikin laporan pengemblian dana,diperbaiki sistem ambil warung konfirmasi jgn suruh ambil capek perjalanan ambil warung tutup makan bikin laporan pengemblian dana,baik sistem ambil warung konfirmasi jgn suruh ambil capek jalan ambil warung tutup makan bikin lapor pengemblian dana
1072,5,".mobil bersih dan wangi, sopir Rama dan baik",positif,mobil bersih dan wangi sopir rama dan baik,mobil bersih wangi sopir rama,mobil bersih wangi sopir rama
1073,2,Selalu mempersulit proses cancel terutama grabfood. Pusat bantuan pun sama sekali tidak membantu. Menyusahkan sekali.,negatif,selalu mempersulit proses cancel terutama grabfood pusat bantuan pun sama sekali tidak membantu menyusahkan sekali,mempersulit proses cancel grabfood pusat bantuan membantu menyusahkan,sulit proses cancel grabfood pusat bantu bantu susah
1074,1,"Pesan makanan, sudah menunggu 1 jam lebih tidak kunjung datang. Minta bantuan sama grab lama sekali dilayani",negatif,pesan makanan sudah menunggu jam lebih tidak kunjung datang minta bantuan sama grab lama sekali dilayani,pesan makanan menunggu jam kunjung bantuan grab dilayani,pesan makan tunggu jam kunjung bantu grab layan
1075,2,Apaa nii?? Gmbar gda kek gda sinyal pdhal gua pke wifi lancar² aja,negatif,apaa nii gmbar gda kek gda sinyal pdhal gua pke wifi lancar aja,apaa nii gmbar gda kek gda sinyal pdhal gua pke wifi lancar aja,apaa nii gmbar gda kek gda sinyal pdhal gua pke wifi lancar aja
1076,1,"stelah download ulang utk masuk dan minta verifikasi nya loading trus yang berujung gagal lagi gagal lagi,loading nyampe sejam lebih ga dapet juga tuh verifikasi di wa,ah menjengkelkan",negatif,stelah download ulang utk masuk dan minta verifikasi nya loading trus yang berujung gagal lagi gagal lagiloading nyampe sejam lebih ga dapet juga tuh verifikasi di waah menjengkelkan,stelah download ulang utk masuk verifikasi nya loading trus berujung gagal gagal lagiloading nyampe sejam ga dapet tuh verifikasi waah menjengkelkan,stelah download ulang utk masuk verifikasi nya loading trus ujung gagal gagal lagiloading nyampe jam ga dapet tuh verifikasi waah jengkel
1077,5,Sangat membantu transportasi dan kebutuhan sehari-hari,positif,sangat membantu transportasi dan kebutuhan seharihari,membantu transportasi kebutuhan seharihari,bantu transportasi butuh seharihari
1078,3,kedepan mohon sistem mapping di perbaiki. kasihan driver yg muter2 cari titik jemput,negatif,kedepan mohon sistem mapping di perbaiki kasihan driver yg muter cari titik jemput,kedepan mohon sistem mapping perbaiki kasihan driver yg muter cari titik jemput,depan mohon sistem mapping baik kasihan driver yg muter cari titik jemput
1079,3,"Sekarang susah ya buat chat driver nya Klik pesan susah banget gk bisa bisa cuma bisa telepon aja, kenapa ya Padahal udah di update",negatif,sekarang susah ya buat chat driver nya klik pesan susah banget gk bisa bisa cuma bisa telepon aja kenapa ya padahal udah di update,susah ya chat driver nya klik pesan susah banget gk telepon aja ya udah update,susah ya chat driver nya klik pesan susah banget gk telepon aja ya udah update
1080,2,"Pencarian alamat masih sangat kurang efektif.. Padahal di google maps sudah bnyak yg bisa di cari/lihat, tp di maps grap tidak ada. Ribet kalo harus nentuin titik lokasi antar jemput nya.. Sdngkan di aplikasi sbelah mudah skali utk pencarian titik lokasi 🤦‍♀️🤦‍♀️",negatif,pencarian alamat masih sangat kurang efektif padahal di google maps sudah bnyak yg bisa di carilihat tp di maps grap tidak ada ribet kalo harus nentuin titik lokasi antar jemput nya sdngkan di aplikasi sbelah mudah skali utk pencarian titik lokasi,pencarian alamat efektif google maps bnyak yg carilihat tp maps grap ribet kalo nentuin titik lokasi jemput nya sdngkan aplikasi sbelah mudah skali utk pencarian titik lokasi,cari alamat efektif google maps bnyak yg carilihat tp maps grap ribet kalo nentuin titik lokasi jemput nya sdngkan aplikasi sbelah mudah skali utk cari titik lokasi
1081,1,"Sudah saya uninstall, drivernya semaunya sendiri, ac mobilnya yg dimatiin ktnya lg rusak, terakhir naik, sdh masuk toll, drivernya ngajak keluar toll, eh di depan minta masuk toll lg, lha dobel lah ngetapnya...",negatif,sudah saya uninstall drivernya semaunya sendiri ac mobilnya yg dimatiin ktnya lg rusak terakhir naik sdh masuk toll drivernya ngajak keluar toll eh di depan minta masuk toll lg lha dobel lah ngetapnya,uninstall drivernya ac mobilnya yg dimatiin ktnya lg rusak sdh masuk toll drivernya ngajak toll eh masuk toll lg lha dobel ngetapnya,uninstall drivernya ac mobil yg dimatiin ktnya lg rusak sdh masuk toll drivernya ngajak toll eh masuk toll lg lha dobel ngetapnya
1082,5,"cepat, sopan dan bawa mobilnya nyaman. tks",positif,cepat sopan dan bawa mobilnya nyaman tks,cepat sopan bawa mobilnya nyaman tks,cepat sopan bawa mobil nyaman tks
1083,2,Nggak bisa daftar superbank...mentok di verifikasi muka...,negatif,nggak bisa daftar superbankmentok di verifikasi muka,nggak daftar superbankmentok verifikasi muka,nggak daftar superbankmentok verifikasi muka
1084,5,Pengantaran tepat dan cepat,positif,pengantaran tepat dan cepat,pengantaran cepat,antar cepat
1085,1,sistem grabfood kurang cepat dalam pemesanan,negatif,sistem grabfood kurang cepat dalam pemesanan,sistem grabfood cepat pemesanan,sistem grabfood cepat mesan
1086,3,Maps selalu error! Posisi driver sering tdk bergerak&tdk sesuai! Makin byk iklan!!,negatif,maps selalu error posisi driver sering tdk bergeraktdk sesuai makin byk iklan,maps error posisi driver tdk bergeraktdk sesuai byk iklan,maps error posisi driver tdk bergeraktdk sesuai byk iklan
1087,5,bagus untuk kemana mana selalu nyaman dan semoga maju untuk negara tercinta,positif,bagus untuk kemana mana selalu nyaman dan semoga maju untuk negara tercinta,bagus kemana nyaman semoga maju negara tercinta,bagus mana nyaman moga maju negara cinta
1088,1,"Baru juga pertama pasang pagi ini karna di rumah gk ada kendaran, pas daftar aneh sekali sudah di bekukan, padahal belum pernah pake sama sekali 🥴",negatif,baru juga pertama pasang pagi ini karna di rumah gk ada kendaran pas daftar aneh sekali sudah di bekukan padahal belum pernah pake sama sekali,pasang pagi karna rumah gk kendaran pas daftar aneh bekukan pake,pasang pagi karna rumah gk kendaran pas daftar aneh beku pake
1089,1,Betul ² geram dengan Grab skarang ni susah betul nak dapat tunggu 30 menit pun banyak susah.,negatif,betul geram dengan grab skarang ni susah betul nak dapat tunggu menit pun banyak susah,geram grab skarang ni susah nak tunggu menit susah,geram grab skarang ni susah nak tunggu menit susah
